index,Unnamed: 0,trial_id,start_time,end_time,move_onset_time,split,trial_type,trial_version,maze_id,success,target_on_time,go_cue_time,rt,delay,num_targets,target_pos,num_barriers,barrier_pos,active_target
 [-185   62    6   93]
 [  72   95   12   60]
 [ 135   40   53    5]
 [ 136  -38   64   11]
 [  29  -60   49    7]]",0.0
2137,2137,2137,0 days 01:26:42.300000,0 days 01:26:45.416000,0 days 01:26:44.217000,val,20.0,1.0,81.0,True,0 days 01:26:43.014000,0 days 01:26:43.813000,404.0,799.0,1.0,[[-130  -13]],8.0,"[[ -65  -15   14   51]
 [ -79  -55   55    6]
 [-103  -98    5   57]
 [-185   62    6   93]
 [  72   95   12   60]
 [ 135   40   53    5]
 [ 136  -38   64   11]
 [  29  -60   49    7]]",0.0
2396,2396,2396,0 days 01:39:36.500000,0 days 01:39:39.406000,0 days 01:39:38.263000,train,20.0,1.0,81.0,True,0 days 01:39:37.348000,0 days 01:39:37.913000,350.0,565.0,1.0,[[-130  -13]],8.0,"[[ -65  -15   14   51]
 [ -79  -55   55    6]
 [-103  -98    5   57]
 [-185   62    6   93]
 [  72   95   12   60]
 [ 135   40   53    5]
 [ 136  -38   64   11]
 [  29  -60   49    7]]",0.0
2531,2531,2531,0 days 01:46:26.100000,0 days 01:46:29.506000,0 days 01:46:28.245000,train,20.0,1.0,81.0,True,0 days 01:46:26.983000,0 days 01:46:27.932000,313.0,949.0,1.0,[[-130  -13]],8.0,"[[ -65  -15   14   51]
 [ -79  -55   55    6]
 [-103  -98    5   57]
 [-185   62    6   93]
 [  72   95   12   60]
 [ 135   40   53    5]
 [ 136  -38   64   11]
 [  29  -60   49    7]]",0.0
2550,2550,2550,0 days 01:47:21.300000,0 days 01:47:24.671000,0 days 01:47:23.369000,train,20.0,1.0,81.0,True,0 days 01:47:22.239000,0 days 01:47:23.038000,331.0,799.0,1.0,[[-130  -13]],8.0,"[[ -65  -15   14   51]
 [ -79  -55   55    6]
 [-103  -98    5   57]
 [-185   62    6   93]
 [  72   95   12   60]
 [ 135   40   53    5]
 [ 136  -38   64   11]
 [  29  -60   49    7]]",0.0
2574,2574,2574,0 days 01:48:35.300000,0 days 01:48:38.196000,0 days 01:48:36.915000,train,20.0,1.0,81.0,True,0 days 01:48:36.036000,0 days 01:48:36.585000,330.0,549.0,1.0,[[-130  -13]],8.0,"[[ -65  -15   14   51]
 [ -79  -55   55    6]
 [-103  -98    5   57]
 [-185   62    6   93]
 [  72   95   12   60]
 [ 135   40   53    5]
 [ 136  -38   64   11]
 [  29  -60   49    7]]",0.0
2597,2597,2597,0 days 01:49:42.200000,0 days 01:49:45.391000,0 days 01:49:44.142000,val,20.0,1.0,81.0,True,0 days 01:49:43.108000,0 days 01:49:43.856000,286.0,748.0,1.0,[[-130  -13]],8.0,"[[ -65  -15   14   51]
 [ -79  -55   55    6]
 [-103  -98    5   57]
 [-185   62    6   93]
 [  72   95   12   60]
 [ 135   40   53    5]
 [ 136  -38   64   11]
 [  29  -60   49    7]]",0.0
845,845,845,0 days 00:21:32.200000,0 days 00:21:35.096000,0 days 00:21:33.950000,train,21.0,1.0,65.0,True,0 days 00:21:32.985000,0 days 00:21:33.666000,284.0,681.0,1.0,[[27 82]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127  137   73    7]
 [ -22  105   15   50]]",0.0
1021,1021,1021,0 days 00:30:33.100000,0 days 00:30:36.246000,0 days 00:30:35.069000,val,21.0,1.0,65.0,True,0 days 00:30:33.895000,0 days 00:30:34.777000,292.0,882.0,1.0,[[27 82]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127  137   73    7]
 [ -22  105   15   50]]",0.0
1024,1024,1024,0 days 00:30:41.600000,0 days 00:30:44.196000,0 days 00:30:43.045000,train,21.0,1.0,65.0,True,0 days 00:30:42.515000,0 days 00:30:42.746000,299.0,231.0,1.0,[[27 82]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127  137   73    7]
 [ -22  105   15   50]]",0.0
1097,1097,1097,0 days 00:34:23.400000,0 days 00:34:26.241000,0 days 00:34:25.026000,train,21.0,1.0,65.0,True,0 days 00:34:24.113000,0 days 00:34:24.727000,299.0,614.0,1.0,[[27 82]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127  137   73    7]
 [ -22  105   15   50]]",0.0
1099,1099,1099,0 days 00:34:29.500000,0 days 00:34:32.996000,0 days 00:34:31.379000,train,21.0,1.0,65.0,True,0 days 00:34:30.384000,0 days 00:34:31.099000,280.0,715.0,1.0,[[27 82]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127  137   73    7]
 [ -22  105   15   50]]",0.0
1250,1250,1250,0 days 00:42:08.900000,0 days 00:42:11.931000,0 days 00:42:10.727000,val,21.0,1.0,65.0,True,0 days 00:42:09.783000,0 days 00:42:10.415000,312.0,632.0,1.0,[[27 82]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127  137   73    7]
 [ -22  105   15   50]]",0.0
1282,1282,1282,0 days 00:43:44.400000,0 days 00:43:47.626000,0 days 00:43:46.399000,val,21.0,1.0,65.0,True,0 days 00:43:45.292000,0 days 00:43:46.090000,309.0,798.0,1.0,[[27 82]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127  137   73    7]
 [ -22  105   15   50]]",0.0
1289,1289,1289,0 days 00:44:06.200000,0 days 00:44:09.271000,0 days 00:44:07.996000,val,21.0,1.0,65.0,True,0 days 00:44:06.897000,0 days 00:44:07.778000,218.0,881.0,1.0,[[27 82]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127  137   73    7]
 [ -22  105   15   50]]",0.0
1449,1449,1449,0 days 00:52:06.300000,0 days 00:52:08.991000,0 days 00:52:07.808000,train,21.0,1.0,65.0,True,0 days 00:52:07.121000,0 days 00:52:07.453000,355.0,332.0,1.0,[[27 82]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127  137   73    7]
 [ -22  105   15   50]]",0.0
1461,1461,1461,0 days 00:52:44.200000,0 days 00:52:47.391000,0 days 00:52:46.213000,train,21.0,1.0,65.0,True,0 days 00:52:44.998000,0 days 00:52:45.913000,300.0,915.0,1.0,[[27 82]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127  137   73    7]
 [ -22  105   15   50]]",0.0
1488,1488,1488,0 days 00:54:02.400000,0 days 00:54:05.231000,0 days 00:54:04.011000,train,21.0,1.0,65.0,True,0 days 00:54:03.135000,0 days 00:54:03.717000,294.0,582.0,1.0,[[27 82]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127  137   73    7]
 [ -22  105   15   50]]",0.0
1572,1572,1572,0 days 00:58:22.300000,0 days 00:58:25.096000,0 days 00:58:23.869000,train,21.0,1.0,65.0,True,0 days 00:58:23.024000,0 days 00:58:23.522000,347.0,498.0,1.0,[[27 82]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127  137   73    7]
 [ -22  105   15   50]]",0.0
1695,1695,1695,0 days 01:04:26.100000,0 days 01:04:29.406000,0 days 01:04:28.215000,train,21.0,1.0,65.0,True,0 days 01:04:27.041000,0 days 01:04:27.856000,359.0,815.0,1.0,[[27 82]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127  137   73    7]
 [ -22  105   15   50]]",0.0
1925,1925,1925,0 days 01:16:06.700000,0 days 01:16:09.851000,0 days 01:16:08.637000,train,21.0,1.0,65.0,True,0 days 01:16:07.352000,0 days 01:16:08.334000,303.0,982.0,1.0,[[27 82]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127  137   73    7]
 [ -22  105   15   50]]",0.0
1996,1996,1996,0 days 01:19:39.200000,0 days 01:19:42.101000,0 days 01:19:40.829000,train,21.0,1.0,65.0,True,0 days 01:19:39.886000,0 days 01:19:40.534000,295.0,648.0,1.0,[[27 82]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127  137   73    7]
 [ -22  105   15   50]]",0.0
2097,2097,2097,0 days 01:24:41.800000,0 days 01:24:45.011000,0 days 01:24:43.821000,train,21.0,1.0,65.0,True,0 days 01:24:42.488000,0 days 01:24:43.486000,335.0,998.0,1.0,[[27 82]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127  137   73    7]
 [ -22  105   15   50]]",0.0
2103,2103,2103,0 days 01:25:00.900000,0 days 01:25:03.696000,0 days 01:25:02.506000,train,21.0,1.0,65.0,True,0 days 01:25:01.589000,0 days 01:25:02.221000,285.0,632.0,1.0,[[27 82]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127  137   73    7]
 [ -22  105   15   50]]",0.0
2108,2108,2108,0 days 01:25:17.200000,0 days 01:25:20.336000,0 days 01:25:19.132000,train,21.0,1.0,65.0,True,0 days 01:25:18.121000,0 days 01:25:18.852000,280.0,731.0,1.0,[[27 82]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127  137   73    7]
 [ -22  105   15   50]]",0.0
2116,2116,2116,0 days 01:25:40.300000,0 days 01:25:42.816000,0 days 01:25:41.626000,train,21.0,1.0,65.0,True,0 days 01:25:41.236000,0 days 01:25:41.318000,308.0,82.0,1.0,[[27 82]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127  137   73    7]
 [ -22  105   15   50]]",0.0
2390,2390,2390,0 days 01:39:20.100000,0 days 01:39:23.201000,0 days 01:39:22.016000,val,21.0,1.0,65.0,True,0 days 01:39:20.898000,0 days 01:39:21.713000,303.0,815.0,1.0,[[27 82]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127  137   73    7]
 [ -22  105   15   50]]",0.0
2482,2482,2482,0 days 01:43:58.800000,0 days 01:44:01.376000,0 days 01:44:00.198000,train,21.0,1.0,65.0,True,0 days 01:43:59.749000,0 days 01:43:59.880000,318.0,131.0,1.0,[[27 82]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127  137   73    7]
 [ -22  105   15   50]]",0.0
2590,2590,2590,0 days 01:49:20.900000,0 days 01:49:23.871000,0 days 01:49:22.628000,train,21.0,1.0,65.0,True,0 days 01:49:21.676000,0 days 01:49:22.224000,404.0,548.0,1.0,[[27 82]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127  137   73    7]
 [ -22  105   15   50]]",0.0
576,576,576,0 days 00:07:45.800000,0 days 00:07:49.056000,0 days 00:07:47.546000,train,22.0,1.0,66.0,True,0 days 00:07:46.671000,0 days 00:07:47.169000,377.0,498.0,1.0,[[-82 -86]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-122 -138   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
699,699,699,0 days 00:14:06.700000,0 days 00:14:10.046000,0 days 00:14:08.809000,train,22.0,1.0,66.0,True,0 days 00:14:07.600000,0 days 00:14:08.415000,394.0,815.0,1.0,[[-82 -86]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-122 -138   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
1017,1017,1017,0 days 00:30:20.500000,0 days 00:30:23.671000,0 days 00:30:22.527000,train,22.0,1.0,66.0,True,0 days 00:30:21.372000,0 days 00:30:22.120000,407.0,748.0,1.0,[[-82 -86]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-122 -138   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
1063,1063,1063,0 days 00:32:40.400000,0 days 00:32:43.631000,0 days 00:32:42.523000,train,22.0,1.0,66.0,True,0 days 00:32:41.283000,0 days 00:32:42.180000,343.0,897.0,1.0,[[-82 -86]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-122 -138   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
1278,1278,1278,0 days 00:43:32.500000,0 days 00:43:35.216000,0 days 00:43:34.099000,val,22.0,1.0,66.0,True,0 days 00:43:33.311000,0 days 00:43:33.659000,440.0,348.0,1.0,[[-82 -86]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-122 -138   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
1291,1291,1291,0 days 00:44:11.900000,0 days 00:44:15.136000,0 days 00:44:13.908000,train,22.0,1.0,66.0,True,0 days 00:44:12.728000,0 days 00:44:13.526000,382.0,798.0,1.0,[[-82 -86]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-122 -138   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
1371,1371,1371,0 days 00:48:08.500000,0 days 00:48:11.881000,0 days 00:48:10.632000,train,22.0,1.0,66.0,True,0 days 00:48:09.431000,0 days 00:48:10.179000,453.0,748.0,1.0,[[-82 -86]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-122 -138   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
1910,1910,1910,0 days 01:15:22.500000,0 days 01:15:25.506000,0 days 01:15:24.521000,val,22.0,1.0,66.0,True,0 days 01:15:23.305000,0 days 01:15:24.220000,301.0,915.0,1.0,[[-82 -86]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-122 -138   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
1972,1972,1972,0 days 01:18:26.100000,0 days 01:18:29.796000,0 days 01:18:28.687000,val,22.0,1.0,66.0,True,0 days 01:18:26.954000,0 days 01:18:27.736000,951.0,782.0,1.0,[[-82 -86]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-122 -138   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
2044,2044,2044,0 days 01:22:02.900000,0 days 01:22:05.861000,0 days 01:22:04.707000,val,22.0,1.0,66.0,True,0 days 01:22:03.655000,0 days 01:22:04.370000,337.0,715.0,1.0,[[-82 -86]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-122 -138   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
2220,2220,2220,0 days 01:30:50.400000,0 days 01:30:52.831000,0 days 01:30:51.702000,train,22.0,1.0,66.0,True,0 days 01:30:51.302000,0 days 01:30:51.300000,402.0,-2.0,1.0,[[-82 -86]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-122 -138   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
2233,2233,2233,0 days 01:31:29.900000,0 days 01:31:32.571000,0 days 01:31:31.474000,train,22.0,1.0,66.0,True,0 days 01:31:30.743000,0 days 01:31:31.174000,300.0,431.0,1.0,[[-82 -86]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-122 -138   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
2329,2329,2329,0 days 01:36:14.500000,0 days 01:36:17.431000,0 days 01:36:16.256000,val,22.0,1.0,66.0,True,0 days 01:36:15.177000,0 days 01:36:15.776000,480.0,599.0,1.0,[[-82 -86]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-122 -138   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
2344,2344,2344,0 days 01:36:59.700000,0 days 01:37:02.851000,0 days 01:37:01.799000,train,22.0,1.0,66.0,True,0 days 01:37:00.617000,0 days 01:37:01.482000,317.0,865.0,1.0,[[-82 -86]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-122 -138   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
2542,2542,2542,0 days 01:46:57,0 days 01:46:59.781000,0 days 01:46:58.638000,train,22.0,1.0,66.0,True,0 days 01:46:57.770000,0 days 01:46:58.302000,336.0,532.0,1.0,[[-82 -86]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-122 -138   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
2547,2547,2547,0 days 01:47:12.100000,0 days 01:47:15.041000,0 days 01:47:13.887000,train,22.0,1.0,66.0,True,0 days 01:47:12.806000,0 days 01:47:13.421000,466.0,615.0,1.0,[[-82 -86]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-122 -138   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
2655,2655,2655,0 days 01:52:36.200000,0 days 01:52:38.921000,0 days 01:52:37.834000,train,22.0,1.0,66.0,True,0 days 01:52:36.900000,0 days 01:52:37.515000,319.0,615.0,1.0,[[-82 -86]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-122 -138   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
2724,2724,2724,0 days 01:56:04.900000,0 days 01:56:07.831000,0 days 01:56:06.675000,train,22.0,1.0,66.0,True,0 days 01:56:05.715000,0 days 01:56:06.263000,412.0,548.0,1.0,[[-82 -86]],9.0,"[[  34  -41   86    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-122 -138   70    6]
 [ 138  -86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
620,620,620,0 days 00:10:03.700000,0 days 00:10:06.956000,0 days 00:10:05.783000,val,23.0,1.0,67.0,True,0 days 00:10:04.532000,0 days 00:10:05.397000,386.0,865.0,1.0,[[ 94 -86]],9.0,"[[  10  -41   62    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [-162   86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
659,659,659,0 days 00:12:02.300000,0 days 00:12:05.306000,0 days 00:12:04.145000,val,23.0,1.0,67.0,True,0 days 00:12:03.065000,0 days 00:12:03.813000,332.0,748.0,1.0,[[ 94 -86]],9.0,"[[  10  -41   62    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [-162   86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
819,819,819,0 days 00:20:15.600000,0 days 00:20:18.976000,0 days 00:20:17.817000,val,23.0,1.0,67.0,True,0 days 00:20:16.316000,0 days 00:20:17.147000,670.0,831.0,1.0,[[ 94 -86]],9.0,"[[  10  -41   62    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [-162   86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
958,958,958,0 days 00:27:19.300000,0 days 00:27:21.921000,0 days 00:27:20.696000,train,23.0,1.0,67.0,True,0 days 00:27:20.020000,0 days 00:27:20.334000,362.0,314.0,1.0,[[ 94 -86]],9.0,"[[  10  -41   62    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [-162   86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
1057,1057,1057,0 days 00:32:23.200000,0 days 00:32:26.191000,0 days 00:32:25.074000,train,23.0,1.0,67.0,True,0 days 00:32:23.889000,0 days 00:32:24.804000,270.0,915.0,1.0,[[ 94 -86]],9.0,"[[  10  -41   62    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [-162   86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
1072,1072,1072,0 days 00:33:06.500000,0 days 00:33:09.386000,0 days 00:33:08.203000,val,23.0,1.0,67.0,True,0 days 00:33:07.193000,0 days 00:33:07.791000,412.0,598.0,1.0,[[ 94 -86]],9.0,"[[  10  -41   62    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [-162   86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
1218,1218,1218,0 days 00:40:29.600000,0 days 00:40:32.566000,0 days 00:40:31.316000,train,23.0,1.0,67.0,True,0 days 00:40:30.303000,0 days 00:40:30.952000,364.0,649.0,1.0,[[ 94 -86]],9.0,"[[  10  -41   62    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [-162   86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
1410,1410,1410,0 days 00:50:07.500000,0 days 00:50:11.101000,0 days 00:50:09.862000,train,23.0,1.0,67.0,True,0 days 00:50:08.351000,0 days 00:50:09.133000,729.0,782.0,1.0,[[ 94 -86]],9.0,"[[  10  -41   62    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [-162   86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
1438,1438,1438,0 days 00:51:33.200000,0 days 00:51:36.141000,0 days 00:51:34.966000,train,23.0,1.0,67.0,True,0 days 00:51:33.961000,0 days 00:51:34.526000,440.0,565.0,1.0,[[ 94 -86]],9.0,"[[  10  -41   62    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [-162   86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
1564,1564,1564,0 days 00:57:58,0 days 00:58:01.151000,0 days 00:58:00.023000,train,23.0,1.0,67.0,True,0 days 00:57:58.801000,0 days 00:57:59.650000,373.0,849.0,1.0,[[ 94 -86]],9.0,"[[  10  -41   62    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [-162   86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
1793,1793,1793,0 days 01:09:24.600000,0 days 01:09:28.046000,0 days 01:09:26.778000,train,23.0,1.0,67.0,True,0 days 01:09:25.437000,0 days 01:09:26.436000,342.0,999.0,1.0,[[ 94 -86]],9.0,"[[  10  -41   62    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [-162   86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
2070,2070,2070,0 days 01:23:21.600000,0 days 01:23:24.506000,0 days 01:23:23.366000,train,23.0,1.0,67.0,True,0 days 01:23:22.510000,0 days 01:23:23.058000,308.0,548.0,1.0,[[ 94 -86]],9.0,"[[  10  -41   62    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
 [-162   86   11   69]
 [  18   53   40    7]
 [ 127   74   73    7]
 [ -22  105   15   50]]",0.0
2082,2082,2082,0 days 01:23:56.700000,0 days 01:23:59.996000,0 days 01:23:58.910000,train,23.0,1.0,67.0,True,0 days 01:23:57.639000,0 days 01:23:58.488000,422.0,849.0,1.0,[[ 94 -86]],9.0,"[[  10  -41   62    8]
 [   9  -42   33   19]
 [   7  -41   48   12]
 [  10 -115    7   40]
 [-126  -54   70    6]
